user_id,signup_date,plan_tier,region,acquisition_channel,company_segment,monthly_logins,features_used,support_tickets,team_size,api_adopted,churned,churn_date,monthly_price,acquisition_cost,estimated_ltv
U09678,2025-09-26,Free,US,Paid Search,SMB,9,4,2,4,0,0,,0,43.8,0
U09679,2025-07-26,Pro,US,Referral,SMB,5,6,2,4,0,1,2026-05-08,79,43.02,790
U09680,2025-04-07,Pro,US,Partner,SMB,11,5,2,6,0,0,,79,82.45,1027
U09681,2025-06-19,Business,UK,Content,Enterprise,15,9,0,9,0,0,,249,47.12,2241
U09682,2025-01-08,Pro,US,Partner,Enterprise,14,8,1,4,0,0,,79,62.91,1027
U09683,2025-05-13,Free,US,Organic,SMB,5,4,3,2,0,0,,0,40.67,0
U09684,2025-09-23,Free,US,Organic,Startup,14,2,1,1,1,1,2026-02-03,0,57.04,0
U09685,2025-01-01,Business,India,Paid Search,Enterprise,15,5,1,4,0,1,2025-10-28,249,108.24,2490
U09686,2025-10-19,Business,India,Organic,Mid-Market,13,9,1,4,0,0,,249,38.49,3237
U09687,2025-07-14,Pro,Canada,Paid Search,SMB,14,6,2,7,0,0,,79,111.39,869
U09688,2025-08-09,Pro,Australia,Organic,Mid-Market,16,4,2,5,0,0,,79,41.78,1106
U09689,2025-01-31,Free,Germany,Content,Mid-Market,5,1,2,4,0,1,2025-11-17,0,38.14,0
U09690,2025-02-07,Pro,India,Referral,Enterprise,11,8,1,4,0,0,,79,27.17,869
U09691,2025-08-08,Pro,India,Partner,Startup,9,2,2,5,1,0,,79,75.26,1027
U09692,2025-06-29,Free,UK,Referral,Enterprise,10,1,1,3,0,1,2025-12-22,0,53.22,0
U09693,2025-02-14,Free,India,Referral,Enterprise,15,2,2,1,0,1,2025-07-21,0,47.13,0
U09694,2025-09-26,Free,Canada,Content,Startup,6,3,1,4,0,1,2026-06-09,0,68.36,0
U09695,2025-04-30,Pro,Germany,Organic,SMB,11,4,1,5,1,0,,79,36.89,869
U09696,2025-08-22,Free,Canada,Organic,SMB,14,3,0,2,0,0,,0,46.12,0
U09697,2025-03-30,Pro,US,Referral,Startup,12,4,0,4,1,0,,79,29.94,948
U09698,2025-09-17,Pro,India,Paid Search,SMB,16,4,1,5,0,0,,79,64.06,711
U09699,2025-02-23,Business,US,Content,SMB,11,8,0,5,0,1,2025-04-08,249,23.92,249
U09700,2025-04-24,Pro,Canada,Content,SMB,10,8,0,3,0,0,,79,38.46,1027
U09701,2025-09-07,Free,Canada,Paid Search,Startup,9,2,1,1,1,1,2026-05-12,0,75.08,0
U09702,2025-10-25,Free,Germany,Paid Search,SMB,12,5,2,3,0,0,,0,77.24,0
U09703,2025-06-25,Free,Germany,Organic,Startup,9,2,0,3,0,0,,0,41.38,0
U09704,2025-02-03,Pro,Canada,Content,Mid-Market,14,9,0,4,1,0,,79,36.48,711
U09705,2025-06-24,Free,Germany,Referral,SMB,8,6,2,3,0,0,,0,53.46,0
U09706,2025-06-03,Free,Australia,Organic,SMB,6,1,0,2,0,1,2025-11-25,0,35.37,0
U09707,2025-05-23,Free,UK,Content,Startup,9,1,4,1,0,1,2026-03-30,0,33.14,0
U09708,2025-10-02,Free,US,Referral,Mid-Market,4,5,2,1,0,1,2025-11-03,0,23.7,0
U09709,2025-06-20,Free,Australia,Organic,Mid-Market,7,5,1,3,0,0,,0,30.99,0
U09710,2025-09-04,Free,US,Content,SMB,8,4,0,3,0,0,,0,46.28,0
U09711,2025-06-21,Free,India,Referral,Enterprise,7,2,2,2,0,0,,0,33.05,0
U09712,2025-05-30,Free,Germany,Organic,Mid-Market,9,3,1,1,0,1,2025-10-16,0,59.61,0
U09713,2025-02-02,Pro,US,Referral,Startup,14,8,4,3,0,0,,79,39.97,1027
U09714,2025-06-09,Business,US,Organic,SMB,20,10,2,9,1,0,,249,23.82,2241
U09715,2025-02-06,Free,US,Paid Search,Startup,8,5,0,2,0,0,,0,86.2,0
U09716,2025-06-18,Free,Germany,Content,Startup,6,1,1,3,0,1,2026-04-10,0,35.41,0
U09717,2025-02-04,Business,UK,Paid Search,Enterprise,19,8,2,9,0,0,,249,107.59,2988
U09718,2025-06-30,Free,US,Organic,SMB,10,3,4,1,0,0,,0,44.19,0
U09719,2025-07-31,Free,US,Organic,Startup,1,3,3,3,0,1,2026-02-22,0,49.56,0
U09720,2025-01-23,Free,US,Organic,Mid-Market,3,4,0,2,0,1,2025-11-10,0,25.97,0
U09721,2025-04-24,Free,Canada,Organic,Startup,7,5,2,2,0,1,2025-09-11,0,43.09,0
U09722,2025-06-26,Pro,US,Partner,Startup,4,5,1,3,0,1,2025-12-06,79,58.55,395
U09723,2025-03-21,Pro,UK,Partner,SMB,6,4,0,6,0,0,,79,47.04,790
U09724,2025-07-22,Free,India,Paid Search,SMB,11,3,6,2,0,1,2025-12-30,0,97.65,0
U09725,2025-04-27,Pro,UK,Organic,SMB,9,7,1,6,0,1,2026-02-10,79,32.97,790
U09726,2025-08-10,Pro,Australia,Content,SMB,11,5,1,2,0,0,,79,22.48,790
U09727,2025-06-17,Free,US,Paid Search,SMB,8,2,1,1,0,1,2025-07-25,0,87.66,0
U09728,2025-03-02,Free,UK,Organic,Mid-Market,10,1,3,4,0,0,,0,45.88,0
U09729,2025-06-19,Pro,UK,Organic,SMB,16,9,1,4,0,0,,79,30.9,948
U09730,2025-05-15,Pro,US,Referral,Mid-Market,16,7,0,4,0,0,,79,24.0,948
U09731,2025-02-15,Pro,UK,Referral,Enterprise,10,4,3,8,1,0,,79,29.88,869
U09732,2025-05-28,Pro,US,Referral,Startup,10,7,2,4,1,0,,79,46.36,869
U09733,2025-09-26,Pro,US,Partner,Mid-Market,18,6,0,5,0,0,,79,78.51,1027
U09734,2025-08-01,Free,Germany,Organic,SMB,11,3,2,2,0,1,2026-02-13,0,31.38,0
U09735,2025-03-19,Free,US,Content,Startup,11,5,1,5,0,0,,0,39.08,0
U09736,2025-04-15,Business,US,Organic,SMB,15,9,0,9,0,1,2025-07-16,249,26.16,747
U09737,2025-08-07,Pro,Canada,Partner,Enterprise,18,9,0,4,0,0,,79,82.32,1106
U09738,2025-09-22,Pro,India,Referral,Mid-Market,19,8,1,3,0,0,,79,24.6,632
U09739,2025-07-24,Free,Australia,Paid Search,Startup,7,4,1,2,0,0,,0,85.99,0
U09740,2025-06-11,Business,UK,Paid Search,Startup,16,10,0,2,0,0,,249,127.16,3237
U09741,2025-05-05,Pro,US,Organic,Startup,13,6,1,4,0,0,,79,39.36,869
U09742,2025-06-09,Pro,India,Content,SMB,8,8,2,3,0,0,,79,41.26,948
U09743,2025-10-06,Pro,US,Organic,Enterprise,11,7,0,7,0,0,,79,48.94,790
U09744,2025-01-09,Free,India,Paid Search,SMB,11,3,0,2,0,1,2025-03-14,0,103.39,0
U09745,2025-05-09,Business,Australia,Paid Search,SMB,13,9,3,10,1,0,,249,89.36,2241
U09746,2025-09-03,Free,US,Organic,Mid-Market,8,3,2,3,0,1,2025-11-26,0,38.26,0
U09747,2025-06-28,Free,US,Content,Mid-Market,8,6,1,2,0,0,,0,66.83,0
U09748,2025-05-08,Pro,UK,Organic,Startup,8,7,0,3,0,1,2025-06-28,79,32.49,158
U09749,2025-05-28,Free,US,Paid Search,Startup,9,2,1,2,0,0,,0,91.51,0
U09750,2025-02-16,Free,Germany,Organic,SMB,8,3,1,2,0,1,2025-03-31,0,43.21,0
U09751,2025-05-24,Free,Canada,Paid Search,Startup,8,1,1,1,0,1,2025-06-28,0,98.65,0
U09752,2025-03-01,Free,US,Content,Mid-Market,5,2,1,1,1,1,2025-04-03,0,31.56,0
U09753,2025-05-17,Pro,US,Organic,Mid-Market,20,6,1,4,0,0,,79,11.88,711
U09754,2025-07-31,Pro,India,Content,SMB,6,6,0,3,0,0,,79,25.47,711
U09755,2025-03-03,Free,India,Organic,Mid-Market,5,1,2,1,0,0,,0,38.47,0
U09756,2025-06-16,Pro,Germany,Organic,SMB,14,6,0,4,0,0,,79,38.11,790
U09757,2025-08-20,Pro,US,Partner,SMB,15,5,2,6,1,0,,79,55.25,1027
U09758,2025-10-06,Pro,US,Paid Search,Startup,12,6,0,4,0,0,,79,90.59,948
U09759,2025-10-03,Free,US,Content,Enterprise,8,7,0,3,0,0,,0,46.44,0
U09760,2025-03-08,Pro,Germany,Organic,Mid-Market,17,6,3,2,1,0,,79,36.83,948
U09761,2025-08-01,Free,US,Paid Search,Mid-Market,6,3,4,3,0,0,,0,44.38,0
U09762,2025-09-25,Pro,India,Content,Startup,5,4,3,2,0,0,,79,34.45,1027
U09763,2025-03-26,Pro,Germany,Referral,SMB,19,4,0,4,0,0,,79,36.81,869
U09764,2025-04-01,Free,US,Organic,Mid-Market,9,2,0,1,0,1,2025-09-04,0,43.9,0
U09765,2025-02-10,Free,India,Referral,Mid-Market,15,2,2,3,0,1,2025-05-24,0,46.23,0
U09766,2025-08-29,Free,UK,Partner,SMB,10,7,1,5,0,1,2026-05-01,0,68.84,0
U09767,2025-09-21,Pro,US,Content,Mid-Market,8,8,1,3,1,1,2026-03-19,79,34.74,474
U09768,2025-01-28,Pro,Germany,Organic,SMB,16,7,2,1,0,0,,79,21.43,869
U09769,2025-05-25,Pro,US,Organic,Mid-Market,11,6,1,5,0,0,,79,22.16,1027
U09770,2025-07-21,Pro,India,Partner,Startup,16,9,1,2,0,0,,79,61.65,790
U09771,2025-09-21,Business,India,Partner,Enterprise,15,8,2,11,0,0,,249,91.17,2739
U09772,2025-06-11,Free,India,Organic,Startup,12,1,0,3,0,1,2026-02-19,0,23.07,0
U09773,2025-10-05,Pro,UK,Organic,SMB,11,8,0,3,1,0,,79,26.82,948
U09774,2025-04-03,Pro,US,Paid Search,SMB,14,4,0,2,0,0,,79,123.99,1106
U09775,2025-08-13,Free,US,Partner,Enterprise,11,4,0,2,1,0,,0,73.63,0
U09776,2025-09-24,Pro,India,Organic,SMB,6,5,2,4,0,1,2026-04-03,79,48.24,474
U09777,2025-07-18,Free,Germany,Organic,SMB,5,2,4,2,0,1,2025-08-27,0,44.87,0
U09778,2025-05-12,Free,Germany,Partner,Startup,4,4,0,4,0,0,,0,61.95,0
U09779,2025-03-23,Pro,Canada,Organic,SMB,18,11,0,6,1,0,,79,27.58,1106
U09780,2025-10-14,Free,US,Partner,Startup,13,7,0,1,0,0,,0,109.64,0
U09781,2025-04-29,Free,India,Paid Search,SMB,9,5,0,4,0,0,,0,113.32,0
U09782,2025-03-24,Pro,Germany,Organic,Startup,11,7,0,5,1,0,,79,26.45,948
U09783,2025-08-06,Pro,India,Partner,Mid-Market,13,9,1,3,0,0,,79,59.69,948
U09784,2025-01-13,Free,US,Content,Mid-Market,10,1,0,2,0,0,,0,26.91,0
U09785,2025-04-21,Pro,UK,Content,Mid-Market,12,4,0,3,0,0,,79,21.41,869
U09786,2025-08-06,Free,Germany,Referral,Startup,9,3,2,4,0,1,2025-11-07,0,49.97,0
U09787,2025-02-13,Free,Canada,Organic,Mid-Market,7,3,1,4,0,1,2025-04-04,0,37.95,0
U09788,2025-04-05,Pro,Australia,Content,Startup,10,6,2,3,0,1,2026-02-19,79,18.74,869
U09789,2025-01-25,Free,India,Referral,SMB,10,3,3,2,0,1,2025-09-29,0,37.5,0
U09790,2025-06-05,Free,India,Referral,SMB,6,1,3,2,0,0,,0,34.61,0
U09791,2025-01-29,Pro,India,Paid Search,SMB,11,6,0,5,0,0,,79,127.55,869
U09792,2025-02-26,Free,Germany,Organic,Startup,7,5,2,2,0,1,2026-01-10,0,23.13,0
U09793,2025-04-17,Free,US,Content,Startup,6,4,2,2,0,1,2025-12-21,0,48.83,0
U09794,2025-08-24,Free,UK,Organic,Startup,5,6,5,2,0,1,2026-02-12,0,26.66,0
U09795,2025-02-08,Free,India,Partner,Mid-Market,11,7,2,2,0,1,2025-11-26,0,77.34,0
U09796,2025-05-18,Pro,US,Organic,SMB,12,7,2,3,1,1,2025-09-11,79,33.59,316
U09797,2025-04-20,Pro,India,Partner,Enterprise,7,6,3,4,0,0,,79,78.44,948
U09798,2025-05-31,Business,India,Paid Search,Enterprise,13,4,1,8,0,0,,249,121.18,2490
U09799,2025-04-06,Free,Canada,Organic,SMB,9,3,0,3,0,0,,0,29.95,0
U09800,2025-08-30,Free,US,Content,Enterprise,7,5,5,4,0,1,2026-05-20,0,37.87,0
U09801,2025-04-15,Free,Australia,Content,Mid-Market,12,5,1,1,0,1,2025-11-20,0,24.52,0
U09802,2025-10-19,Free,India,Organic,SMB,9,4,1,1,0,0,,0,45.07,0
U09803,2025-10-12,Free,Canada,Content,Enterprise,18,1,1,1,0,1,2026-08-09,0,32.29,0
U09804,2025-01-29,Free,Canada,Referral,Mid-Market,9,1,1,3,1,0,,0,13.92,0
U09805,2025-10-09,Free,US,Content,Startup,10,5,1,5,0,0,,0,13.31,0
U09806,2025-03-11,Pro,India,Organic,Startup,9,7,0,7,0,0,,79,30.7,1027
U09807,2025-05-12,Free,US,Partner,SMB,15,5,1,1,0,0,,0,90.48,0
U09808,2025-09-20,Free,UK,Partner,Enterprise,9,1,2,2,0,0,,0,70.41,0
U09809,2025-04-23,Pro,UK,Paid Search,SMB,20,8,4,4,0,0,,79,107.87,1106
U09810,2025-06-27,Pro,India,Referral,Startup,12,4,2,3,0,0,,79,30.59,790
U09811,2025-05-06,Pro,US,Partner,SMB,7,4,0,3,0,0,,79,61.82,948
U09812,2025-07-27,Free,Canada,Organic,SMB,11,1,2,3,0,1,2026-06-11,0,41.85,0
U09813,2025-08-20,Business,India,Paid Search,Startup,17,10,1,6,1,1,2026-03-05,249,83.51,1743
U09814,2025-06-13,Business,US,Content,Mid-Market,8,7,1,13,1,0,,249,46.32,2490
U09815,2025-07-10,Free,US,Paid Search,Startup,10,2,2,2,0,0,,0,62.04,0
U09816,2025-04-04,Pro,US,Content,SMB,7,5,2,5,0,0,,79,36.74,711
U09817,2025-05-28,Business,US,Organic,Mid-Market,9,9,0,7,0,0,,249,31.26,2739
U09818,2025-08-07,Business,Germany,Paid Search,SMB,14,11,0,7,0,0,,249,72.41,2490
U09819,2025-02-15,Free,India,Content,SMB,10,3,1,4,0,1,2025-06-27,0,25.81,0
U09820,2025-07-27,Pro,Australia,Organic,Enterprise,10,8,3,9,1,1,2026-05-20,79,41.99,790
U09821,2025-03-01,Free,UK,Partner,Mid-Market,10,5,0,2,0,0,,0,57.15,0
U09822,2025-07-20,Pro,Canada,Content,SMB,15,7,1,3,0,0,,79,25.08,711
U09823,2025-04-18,Free,US,Organic,Startup,9,1,2,4,0,0,,0,38.17,0
U09824,2025-05-12,Pro,US,Partner,Mid-Market,14,5,0,4,0,0,,79,77.63,790
U09825,2025-09-07,Pro,US,Content,SMB,16,2,2,1,0,0,,79,45.69,948
U09826,2025-04-03,Pro,UK,Paid Search,SMB,8,7,0,2,0,0,,79,86.42,1027
U09827,2025-09-13,Pro,Canada,Content,Enterprise,11,4,0,7,1,1,2026-07-27,79,22.51,869
U09828,2025-07-10,Pro,US,Organic,SMB,16,4,3,3,1,0,,79,43.27,711
U09829,2025-02-14,Business,India,Paid Search,Startup,18,12,2,12,0,0,,249,105.88,2988
U09830,2025-07-22,Pro,UK,Organic,SMB,16,6,0,7,1,0,,79,26.91,948
U09831,2025-08-25,Pro,US,Referral,Enterprise,11,4,1,4,1,0,,79,44.09,632
U09832,2025-09-27,Business,US,Content,Mid-Market,9,8,1,9,1,0,,249,34.81,3486
U09833,2025-08-07,Free,India,Referral,SMB,7,3,1,1,0,1,2026-06-25,0,32.39,0
U09834,2025-02-26,Pro,Germany,Content,Mid-Market,12,2,1,6,1,1,2025-04-21,79,37.68,158
U09835,2025-09-24,Pro,Canada,Paid Search,SMB,15,6,1,3,1,1,2026-03-03,79,116.44,395
U09836,2025-08-07,Business,India,Content,Mid-Market,18,9,0,7,1,0,,249,24.37,2490
U09837,2025-03-18,Free,Germany,Referral,Mid-Market,8,1,2,2,0,0,,0,54.93,0
U09838,2025-03-23,Pro,Germany,Paid Search,SMB,17,5,1,3,1,0,,79,119.34,1027
U09839,2025-03-28,Pro,US,Organic,SMB,11,7,0,3,1,0,,79,37.85,869
U09840,2025-05-15,Pro,Germany,Organic,Startup,13,6,0,7,1,0,,79,35.33,790
U09841,2025-01-08,Pro,UK,Organic,SMB,16,7,1,4,0,0,,79,38.19,869
U09842,2025-04-11,Business,UK,Content,SMB,10,6,1,9,1,0,,249,30.93,3486
U09843,2025-04-18,Free,Germany,Content,Enterprise,12,2,0,3,0,0,,0,22.48,0
U09844,2025-10-09,Free,Australia,Content,Startup,3,2,1,3,0,1,2026-07-26,0,41.7,0
U09845,2025-06-17,Pro,US,Organic,SMB,14,5,0,10,0,0,,79,47.46,869
U09846,2025-04-02,Free,Germany,Organic,SMB,9,3,1,2,0,1,2026-01-04,0,32.73,0
U09847,2025-03-11,Pro,US,Content,Mid-Market,9,6,1,5,0,0,,79,40.1,948
U09848,2025-03-23,Free,Australia,Content,Mid-Market,8,6,5,2,0,0,,0,38.23,0
U09849,2025-05-24,Free,India,Content,Startup,12,1,2,1,0,0,,0,32.83,0
U09850,2025-04-24,Free,US,Organic,Startup,5,4,1,3,0,1,2025-10-23,0,27.49,0
U09851,2025-02-09,Pro,India,Organic,SMB,15,4,0,4,1,0,,79,29.33,948
U09852,2025-03-26,Pro,Germany,Content,Enterprise,11,5,0,5,0,0,,79,35.02,790
U09853,2025-10-22,Free,UK,Content,SMB,8,2,0,2,0,1,2025-12-10,0,40.8,0
U09854,2025-07-13,Pro,Germany,Referral,SMB,12,11,0,1,0,0,,79,17.57,869
U09855,2025-04-10,Free,US,Content,Startup,5,5,1,3,0,1,2025-09-20,0,54.76,0
U09856,2025-10-02,Pro,Australia,Partner,Mid-Market,17,8,1,2,0,1,2026-02-25,79,51.41,395
U09857,2025-03-15,Business,Germany,Partner,SMB,24,8,0,8,0,0,,249,63.83,2988
U09858,2025-08-14,Pro,Canada,Paid Search,Mid-Market,14,6,2,6,0,0,,79,106.84,790
U09859,2025-07-09,Free,India,Content,Startup,10,1,1,2,1,0,,0,27.06,0
U09860,2025-09-21,Pro,US,Referral,Startup,16,9,0,5,0,0,,79,35.02,948
U09861,2025-05-05,Free,India,Partner,Startup,10,2,1,2,0,0,,0,54.9,0
U09862,2025-02-15,Free,US,Organic,SMB,6,4,2,2,0,0,,0,42.72,0
U09863,2025-05-08,Free,US,Organic,Startup,8,1,2,2,1,1,2025-07-18,0,23.15,0
U09864,2025-05-01,Free,India,Referral,Mid-Market,8,4,0,2,0,0,,0,40.22,0
U09865,2025-09-17,Free,Canada,Referral,SMB,9,2,2,1,0,0,,0,12.3,0
U09866,2025-03-08,Free,US,Partner,Startup,5,3,1,4,0,0,,0,61.1,0
U09867,2025-10-20,Pro,US,Partner,Mid-Market,16,11,2,5,0,1,2026-02-22,79,74.47,316
U09868,2025-08-27,Pro,India,Paid Search,SMB,14,6,1,5,0,0,,79,81.05,790
U09869,2025-07-10,Pro,India,Organic,Enterprise,18,6,1,4,0,0,,79,27.1,1027
U09870,2025-03-29,Pro,US,Partner,Startup,13,7,1,4,0,0,,79,90.3,1027
U09871,2025-04-05,Free,India,Partner,SMB,4,4,0,4,0,0,,0,81.77,0
U09872,2025-03-04,Business,US,Partner,Mid-Market,13,10,2,15,1,0,,249,42.75,3486
U09873,2025-02-25,Free,Germany,Referral,Startup,10,5,0,2,0,0,,0,38.1,0
U09874,2025-05-26,Pro,UK,Organic,Mid-Market,14,7,3,3,1,0,,79,29.4,1027
U09875,2025-06-22,Business,US,Referral,Mid-Market,19,10,1,11,0,0,,249,26.53,3486
U09876,2025-08-30,Free,US,Organic,SMB,8,2,1,3,0,0,,0,61.03,0
U09877,2025-07-26,Business,Germany,Organic,Mid-Market,17,10,0,3,1,0,,249,43.2,2241
U09878,2025-01-23,Free,Canada,Organic,Mid-Market,11,4,2,1,0,0,,0,34.02,0
U09879,2025-10-24,Free,UK,Content,SMB,9,3,2,3,0,0,,0,26.39,0
U09880,2025-04-09,Pro,Australia,Paid Search,Mid-Market,10,7,0,4,0,0,,79,100.99,869
U09881,2025-03-10,Pro,US,Paid Search,Startup,18,7,1,5,0,0,,79,96.54,948
U09882,2025-04-13,Pro,US,Paid Search,SMB,19,7,1,3,0,1,2026-02-08,79,107.1,790
U09883,2025-01-18,Pro,Germany,Content,Startup,13,7,1,6,1,0,,79,42.45,948
U09884,2025-02-18,Business,US,Content,SMB,11,9,1,9,0,0,,249,34.96,2988
U09885,2025-02-09,Free,Germany,Organic,Mid-Market,12,2,1,5,0,0,,0,19.63,0
U09886,2025-03-23,Free,US,Organic,Mid-Market,12,5,3,2,0,1,2025-06-13,0,45.69,0
U09887,2025-08-13,Free,US,Paid Search,Startup,13,3,0,2,0,1,2026-03-23,0,44.65,0
U09888,2025-04-24,Pro,US,Content,SMB,20,6,0,7,1,0,,79,53.0,1027
U09889,2025-08-03,Business,US,Paid Search,SMB,17,9,1,3,0,0,,249,96.24,2490
U09890,2025-10-11,Pro,India,Paid Search,SMB,14,7,0,3,0,1,2026-03-15,79,82.65,395
U09891,2025-10-13,Free,Australia,Referral,Enterprise,6,6,2,2,0,0,,0,31.33,0
U09892,2025-09-02,Business,Australia,Referral,Startup,14,8,0,7,0,0,,249,43.87,2490
U09893,2025-08-13,Business,Canada,Partner,Startup,16,10,1,8,1,0,,249,81.27,2241
U09894,2025-06-20,Business,India,Paid Search,SMB,11,3,2,11,0,1,2025-12-27,249,113.16,1494
U09895,2025-01-14,Free,Australia,Partner,Startup,10,6,0,2,0,1,2025-08-06,0,75.92,0
U09896,2025-09-29,Free,UK,Organic,Startup,6,2,0,5,0,1,2025-11-05,0,44.15,0
U09897,2025-04-28,Free,India,Paid Search,SMB,11,2,1,3,0,1,2025-10-16,0,88.49,0
U09898,2025-06-11,Pro,US,Referral,SMB,19,5,0,3,0,0,,79,15.69,790
U09899,2025-05-13,Free,UK,Referral,Mid-Market,6,4,2,1,0,0,,0,43.24,0
U09900,2025-05-19,Free,India,Content,Mid-Market,6,4,1,3,0,0,,0,40.64,0
U09901,2025-09-08,Free,UK,Paid Search,SMB,8,6,1,1,0,0,,0,105.27,0
U09902,2025-09-14,Pro,India,Partner,Startup,9,5,0,3,0,0,,79,54.39,1106
U09903,2025-02-13,Free,UK,Partner,Mid-Market,10,1,0,4,0,0,,0,66.53,0
U09904,2025-09-28,Free,UK,Paid Search,Mid-Market,9,2,3,3,0,0,,0,91.84,0
U09905,2025-08-14,Free,UK,Paid Search,Startup,6,4,2,2,0,0,,0,107.34,0
U09906,2025-06-16,Free,India,Organic,Mid-Market,14,5,1,2,0,0,,0,32.17,0
U09907,2025-02-04,Free,India,Organic,SMB,7,6,1,1,0,1,2025-11-30,0,30.61,0
U09908,2025-02-25,Free,India,Partner,SMB,7,4,2,1,0,0,,0,74.45,0
U09909,2025-09-18,Pro,Canada,Paid Search,Startup,9,7,1,6,0,1,2025-11-29,79,54.62,158
U09910,2025-06-21,Business,Canada,Partner,SMB,19,7,1,7,1,0,,249,76.94,3237
U09911,2025-04-01,Free,India,Content,Mid-Market,7,6,2,2,0,1,2026-01-30,0,31.34,0
U09912,2025-01-20,Pro,UK,Content,SMB,12,8,2,4,0,1,2025-05-04,79,40.91,237
U09913,2025-01-06,Pro,UK,Referral,SMB,13,6,1,4,0,0,,79,32.86,1106
U09914,2025-10-26,Pro,Germany,Partner,SMB,8,4,2,9,1,0,,79,87.93,869
U09915,2025-10-10,Pro,Canada,Organic,SMB,12,6,1,2,1,0,,79,31.78,948
U09916,2025-05-02,Free,India,Paid Search,SMB,2,3,2,3,0,1,2025-08-12,0,129.46,0
U09917,2025-07-06,Business,Germany,Organic,Startup,15,9,2,9,0,1,2025-08-13,249,25.88,249
U09918,2025-07-14,Business,US,Paid Search,Startup,9,7,2,8,0,0,,249,92.71,2490
U09919,2025-01-15,Pro,India,Organic,Startup,11,7,1,7,1,0,,79,36.99,948
U09920,2025-03-26,Free,US,Organic,SMB,7,2,0,3,0,1,2025-09-01,0,45.21,0
U09921,2025-05-17,Pro,Germany,Organic,Startup,7,6,2,4,0,0,,79,28.89,948
U09922,2025-05-30,Pro,India,Paid Search,SMB,16,7,0,5,1,0,,79,93.36,1106
U09923,2025-03-05,Free,India,Organic,Mid-Market,6,5,0,2,0,0,,0,28.15,0
U09924,2025-10-12,Business,UK,Organic,Enterprise,15,12,0,5,1,0,,249,30.98,2490
U09925,2025-10-14,Free,Germany,Referral,Startup,12,4,0,7,0,0,,0,43.72,0
U09926,2025-09-14,Pro,India,Content,Mid-Market,13,6,1,5,0,1,2025-12-15,79,29.74,237
U09927,2025-08-25,Free,US,Paid Search,Mid-Market,7,2,2,1,0,1,2026-04-04,0,109.36,0
U09928,2025-07-06,Pro,US,Content,Enterprise,16,7,2,7,0,1,2025-10-10,79,30.47,237
U09929,2025-01-11,Free,India,Partner,SMB,6,6,0,1,0,0,,0,82.37,0
U09930,2025-10-18,Free,Canada,Paid Search,Mid-Market,9,4,1,2,0,0,,0,139.63,0
U09931,2025-03-17,Pro,US,Content,SMB,11,5,1,5,0,0,,79,49.16,790
U09932,2025-05-21,Free,UK,Paid Search,SMB,7,5,1,4,0,0,,0,114.02,0
U09933,2025-05-13,Free,US,Referral,Mid-Market,8,2,2,2,0,0,,0,26.97,0
U09934,2025-07-22,Free,US,Organic,SMB,3,2,1,3,0,1,2026-03-28,0,42.42,0
U09935,2025-10-19,Free,India,Referral,Mid-Market,5,5,0,2,0,0,,0,33.66,0
U09936,2025-06-16,Pro,Germany,Referral,SMB,12,5,2,7,0,0,,79,40.29,948
U09937,2025-01-29,Business,Germany,Referral,Startup,12,9,7,8,1,0,,249,17.34,3237
U09938,2025-06-16,Free,UK,Content,Startup,14,4,0,1,0,1,2025-09-11,0,23.69,0
U09939,2025-08-13,Pro,Australia,Partner,SMB,14,4,2,3,1,1,2026-04-05,79,60.37,632
U09940,2025-03-19,Pro,Australia,Organic,Startup,9,5,0,4,1,0,,79,25.99,1106
U09941,2025-06-29,Pro,US,Organic,SMB,7,6,0,2,0,1,2026-02-11,79,43.0,632
U09942,2025-01-05,Pro,US,Organic,SMB,9,7,2,4,1,0,,79,16.55,1106
U09943,2025-10-19,Business,US,Content,Startup,14,10,0,10,1,0,,249,46.69,2241
U09944,2025-03-04,Pro,US,Organic,Startup,15,7,1,5,0,0,,79,25.68,790
U09945,2025-09-22,Pro,India,Paid Search,Enterprise,18,8,1,8,1,0,,79,91.85,869
U09946,2025-05-06,Pro,US,Organic,Mid-Market,16,4,2,5,0,0,,79,38.25,869
U09947,2025-03-26,Business,India,Paid Search,SMB,18,8,1,10,0,0,,249,121.18,3486
U09948,2025-02-16,Pro,India,Referral,Startup,12,6,1,4,0,0,,79,34.45,1106
U09949,2025-09-12,Business,Germany,Content,Startup,16,12,1,7,0,0,,249,35.62,2988
U09950,2025-08-24,Pro,US,Referral,Startup,11,5,2,3,1,0,,79,32.15,1106
U09951,2025-07-17,Free,Germany,Content,Mid-Market,8,2,1,3,0,1,2026-04-12,0,28.78,0
U09952,2025-09-26,Pro,US,Paid Search,Startup,11,4,1,3,0,0,,79,99.37,790
U09953,2025-09-08,Free,UK,Paid Search,Mid-Market,11,3,2,2,0,1,2026-05-03,0,85.03,0
U09954,2025-05-05,Free,Australia,Paid Search,Enterprise,6,3,1,3,1,1,2025-09-15,0,79.9,0
U09955,2025-03-17,Free,India,Organic,Mid-Market,10,3,0,2,1,0,,0,21.87,0
U09956,2025-08-24,Business,US,Content,SMB,16,5,1,7,1,0,,249,38.72,3237
U09957,2025-02-04,Pro,India,Paid Search,Startup,7,9,1,5,0,0,,79,166.3,1106
U09958,2025-09-09,Business,Australia,Paid Search,SMB,18,9,0,8,1,0,,249,105.51,3486
